post_id,video_duration_min,avg_view_duration_sec,avg_view_percentage,subscribers_gained,ctr_percentage,impressions,likes,comments,shares,engagement_rate,estimated_views,traffic_source,content_category,viral_actual,viral_predicted,viral_probability,Feature_Name,Importance_Value,Model_Metric_Name,Model_Metric_Value
YT0004034,7.62,383,83.77,612,12.35,1665986,94767,6053,272,0.0607,205749,External,Music,0,0,0.09,Not Applied,0.0,Not Applied,0.0
YT0004035,27.45,1209,73.41,357,21.83,364749,15619,4727,1370,0.0595,79625,Browse,Sports,0,0,0.02,Not Applied,0.0,Not Applied,0.0
YT0004036,32.83,1183,60.06,17,3.62,1779652,90456,6156,2933,0.0559,64423,Playlist,Gaming,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004037,56.45,279,8.24,180,22.88,972721,45914,244,2582,0.0501,222559,Channel Page,Gaming,0,0,0.19,Not Applied,0.0,Not Applied,0.0
YT0004038,56.92,568,16.63,589,2.51,1706282,57569,4633,2295,0.0378,42828,Shorts Feed,Sports,0,0,0.1,Not Applied,0.0,Not Applied,0.0
YT0004039,14.73,658,74.45,185,1.78,1978535,95744,6853,2165,0.0529,35218,Notifications,Comedy,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004040,6.79,372,91.31,493,1.07,1120793,44059,7480,1610,0.0474,11992,Search,Sports,0,0,0.03,Not Applied,0.0,Not Applied,0.0
YT0004041,54.59,1531,46.74,24,12.48,681365,17737,3387,2934,0.0353,85034,Browse,Education,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004042,58.81,3194,90.52,689,15.22,1048775,10919,7415,1704,0.0191,159624,Channel Page,News,0,0,0.09,Not Applied,0.0,Not Applied,0.0
YT0004043,58.76,1241,35.2,316,5.09,1361820,34131,1946,479,0.0268,69317,External,Reacts,0,0,0.24,Not Applied,0.0,Not Applied,0.0
YT0004044,28.61,1353,78.82,666,3.32,1270019,52083,872,2875,0.044,42165,Browse,Comedy,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0004045,16.91,759,74.81,534,29.35,1212437,54142,753,1767,0.0467,355850,Shorts Feed,Tech,1,1,0.61,Not Applied,0.0,Not Applied,0.0
YT0004046,34.84,2069,98.98,138,16.14,74301,71178,680,2734,1.0039,11992,External,Comedy,0,0,0.13,Not Applied,0.0,Not Applied,0.0
YT0004047,27.64,722,43.54,675,6.97,389839,63512,6549,1005,0.1823,27172,Search,Reacts,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0004048,45.54,743,27.19,187,16.27,1234545,65631,385,2913,0.0558,200860,Shorts Feed,Music,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004049,46.44,410,14.71,570,15.25,44206,78263,481,2764,1.8438,6741,Channel Page,News,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004050,22.36,402,29.96,330,14.77,388851,73218,7411,2702,0.2143,57433,Playlist,Gaming,0,0,0.04,Not Applied,0.0,Not Applied,0.0
YT0004051,31.58,413,21.8,203,21.04,1663485,64326,4304,1486,0.0422,349997,Playlist,Sports,0,0,0.06,Not Applied,0.0,Not Applied,0.0
YT0004052,33.7,808,39.96,518,16.88,30088,13973,5613,2887,0.7469,5079,Channel Page,Sports,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004053,30.18,414,22.86,340,29.56,501331,40091,2963,2384,0.0906,148193,Suggested,Gaming,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004054,58.98,1162,32.84,407,15.33,348208,9191,6450,2936,0.0534,53380,Playlist,Comedy,0,0,0.26,Not Applied,0.0,Not Applied,0.0
YT0004055,59.77,102,2.84,282,0.82,171201,63532,5746,300,0.4064,1404,External,News,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004056,10.78,67,10.36,513,16.87,537469,79748,7037,732,0.1628,90671,External,Vlog,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0004057,41.79,782,31.19,681,14.16,1926362,78984,6320,107,0.0443,272773,Channel Page,Education,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0004058,10.74,639,99.16,648,13.91,165264,32602,5985,1043,0.2398,22988,Shorts Feed,Reacts,0,0,0.03,Not Applied,0.0,Not Applied,0.0
YT0004059,36.57,1510,68.82,193,5.69,1985878,1612,3462,2074,0.0036,112996,Playlist,Comedy,0,0,0.49,Not Applied,0.0,Not Applied,0.0
YT0004060,30.6,1653,90.03,160,29.06,1948927,91104,7157,2285,0.0516,566358,Channel Page,Tech,1,0,0.49,Not Applied,0.0,Not Applied,0.0
YT0004061,58.91,95,2.69,294,6.89,1617399,63160,246,2524,0.0408,111439,Notifications,Music,0,0,0.12,Not Applied,0.0,Not Applied,0.0
YT0004062,51.8,1136,36.55,379,6.89,972890,28325,6333,958,0.0366,67032,Channel Page,Sports,0,0,0.07,Not Applied,0.0,Not Applied,0.0
YT0004063,23.25,535,38.35,434,4.47,1989391,21223,3577,655,0.0128,88926,External,Comedy,0,0,0.02,Not Applied,0.0,Not Applied,0.0
YT0004064,20.79,974,78.08,427,20.33,30551,12926,6869,544,0.6657,6211,Suggested,Music,0,0,0.1,Not Applied,0.0,Not Applied,0.0
YT0004065,16.78,84,8.34,85,15.52,1192024,34455,2255,2076,0.0325,185002,Search,Reacts,0,0,0.03,Not Applied,0.0,Not Applied,0.0
YT0004066,19.26,432,37.38,390,13.25,1553303,25794,2524,2074,0.0196,205813,Shorts Feed,Sports,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004067,52.48,1810,57.48,92,1.69,186988,83706,1174,255,0.4553,3160,Suggested,Sports,0,0,0.09,Not Applied,0.0,Not Applied,0.0
YT0004068,28.21,1641,96.95,563,26.7,481156,60519,6020,2305,0.1431,128469,Playlist,Vlog,0,0,0.15,Not Applied,0.0,Not Applied,0.0
YT0004069,20.08,1032,85.66,287,29.01,60813,81145,2810,1964,1.4128,17642,Browse,Comedy,0,0,0.21,Not Applied,0.0,Not Applied,0.0
YT0004070,36.91,1974,89.14,617,6.55,303437,8386,4306,1650,0.0473,19875,External,News,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004071,9.77,397,67.72,7,3.74,1038249,35914,4800,1939,0.0411,38831,Playlist,Gaming,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004072,22.56,871,64.35,666,11.97,1144137,6217,4071,1416,0.0102,136953,Notifications,Gaming,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004073,14.66,679,77.19,639,0.91,1581876,53298,1730,566,0.0351,14395,External,Education,0,0,0.25,Not Applied,0.0,Not Applied,0.0
YT0004074,34.69,1363,65.48,264,12.56,1397782,66334,3018,1689,0.0508,175561,Playlist,Tech,0,0,0.03,Not Applied,0.0,Not Applied,0.0
YT0004075,58.53,219,6.24,338,8.44,835572,43016,7606,2161,0.0632,70522,Search,Music,0,0,0.09,Not Applied,0.0,Not Applied,0.0
YT0004076,45.44,1612,59.13,350,2.74,449380,82688,6343,205,0.1986,12313,Suggested,Comedy,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004077,37.11,1388,62.34,214,12.47,33359,40564,6244,2903,1.4902,4160,Browse,Tech,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0004078,52.41,641,20.38,107,18.07,1757910,44694,0,2550,0.0269,317654,Channel Page,Vlog,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004079,37.54,368,16.34,111,6.07,738045,75263,5207,1269,0.1108,44799,Playlist,Sports,0,0,0.27,Not Applied,0.0,Not Applied,0.0
YT0004080,28.15,1053,62.34,508,17.93,1352002,30279,7512,1254,0.0289,242414,Playlist,News,0,0,0.27,Not Applied,0.0,Not Applied,0.0
YT0004081,1.94,86,73.88,199,21.09,1244392,25147,6248,891,0.0259,262442,Search,Comedy,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004082,19.19,85,7.38,673,15.45,431889,33664,3017,2532,0.0908,66727,External,Tech,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004083,21.36,1142,89.11,273,1.46,1626733,59989,5073,1855,0.0411,23750,Channel Page,Tech,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0004084,6.54,183,46.64,367,2.63,1101902,10717,5918,775,0.0158,28980,Playlist,News,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004085,14.0,794,94.52,684,26.02,1833513,29409,6737,2308,0.021,477080,Search,Education,1,1,0.57,Not Applied,0.0,Not Applied,0.0
YT0004086,23.61,545,38.47,169,24.67,1085989,41055,1357,2261,0.0411,267913,Channel Page,Music,0,0,0.06,Not Applied,0.0,Not Applied,0.0
YT0004087,14.29,16,1.87,115,13.67,627010,32776,6467,1683,0.0653,85712,Browse,Music,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004088,26.38,1248,78.85,69,11.75,1739879,17396,7842,2579,0.016,204436,External,Tech,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004089,45.66,2377,86.76,549,18.02,1703520,50312,7086,2287,0.035,306974,Shorts Feed,Reacts,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004090,45.95,1191,43.2,117,20.05,29441,16168,7192,533,0.8116,5903,Notifications,Tech,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004091,42.89,305,11.85,369,19.69,1027891,24889,2797,824,0.0277,202392,Notifications,Tech,0,0,0.07,Not Applied,0.0,Not Applied,0.0
YT0004092,57.88,351,10.11,36,29.62,1299612,85805,2334,1971,0.0693,384945,Channel Page,News,1,1,0.67,Not Applied,0.0,Not Applied,0.0
YT0004093,54.03,1129,34.83,531,25.81,504128,61937,4940,870,0.1344,130115,Suggested,Sports,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0004094,30.38,218,11.96,305,24.69,1484912,40723,7712,1068,0.0333,366625,External,News,1,1,0.62,Not Applied,0.0,Not Applied,0.0
YT0004095,56.44,794,23.45,511,19.94,595768,83745,1413,2957,0.1479,118796,Notifications,Comedy,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0004096,39.38,1783,75.46,366,20.28,738671,67609,6628,1569,0.1026,149802,Notifications,Tech,0,0,0.24,Not Applied,0.0,Not Applied,0.0
YT0004097,47.64,1689,59.09,422,6.98,1362093,38326,4216,1765,0.0325,95074,External,Music,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004098,47.11,1212,42.88,247,5.76,1836574,67490,4639,2918,0.0409,105787,External,Music,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004099,19.56,256,21.81,614,8.87,153272,97796,5802,865,0.6816,13595,Shorts Feed,Gaming,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004100,24.29,441,30.26,598,22.43,516444,36548,7684,1693,0.0889,115838,Suggested,Education,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004101,20.88,553,44.14,22,10.17,1253468,50028,1458,2961,0.0434,127478,Browse,Vlog,0,0,0.03,Not Applied,0.0,Not Applied,0.0
YT0004102,26.7,276,17.23,410,8.6,903707,51950,3059,1657,0.0627,77719,Search,Comedy,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004103,57.29,1619,47.1,495,4.04,1551374,75575,4317,2310,0.053,62676,External,Comedy,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004104,25.44,1300,85.17,324,6.95,374674,21338,6476,1250,0.0776,26040,Browse,Education,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004105,51.81,117,3.76,517,28.33,1672982,17037,6059,2952,0.0156,473956,Browse,Vlog,1,1,0.61,Not Applied,0.0,Not Applied,0.0
YT0004106,10.85,515,79.11,329,12.91,943978,56971,1611,2830,0.0651,121868,Shorts Feed,Sports,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004107,56.02,606,18.03,379,1.7,1479466,56238,7297,2928,0.0449,25151,Shorts Feed,Tech,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0004108,20.14,331,27.39,51,17.67,246355,43615,5948,2672,0.212,43531,Browse,Vlog,0,0,0.23,Not Applied,0.0,Not Applied,0.0
YT0004109,42.55,297,11.63,621,11.7,1431409,46764,7133,302,0.0379,167475,External,Reacts,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004110,39.18,613,26.08,649,2.5,951650,12271,5637,540,0.0194,23791,Notifications,Gaming,0,0,0.2,Not Applied,0.0,Not Applied,0.0
YT0004111,41.41,722,29.06,220,12.1,1343295,66005,4094,1703,0.0535,162539,Search,Vlog,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004112,13.53,524,64.55,569,10.79,1091114,97308,387,1663,0.0911,117731,Notifications,Vlog,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004113,27.06,131,8.07,506,9.93,1005205,92981,1194,2293,0.096,99817,Channel Page,Gaming,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004114,39.53,167,7.04,357,20.13,1142277,27816,2857,1709,0.0283,229940,Channel Page,Tech,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0004115,18.48,1081,97.49,387,11.33,1857662,48089,5721,659,0.0293,210473,Playlist,Vlog,0,0,0.04,Not Applied,0.0,Not Applied,0.0
YT0004116,10.11,571,94.13,562,2.22,1516277,92593,6301,107,0.0653,33661,Browse,Gaming,0,0,0.02,Not Applied,0.0,Not Applied,0.0
YT0004117,39.76,712,29.85,215,12.44,620470,3805,5016,2641,0.0185,77186,Playlist,Gaming,0,0,0.15,Not Applied,0.0,Not Applied,0.0
YT0004118,42.13,1570,62.11,648,26.73,1282675,86804,2779,434,0.0702,342859,Channel Page,Gaming,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0004119,1.88,75,66.49,187,4.6,855928,13886,1085,2152,0.02,39373,Playlist,News,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0004120,19.74,659,55.64,42,24.45,1040233,85868,4574,2900,0.0897,254337,Browse,News,0,0,0.18,Not Applied,0.0,Not Applied,0.0
YT0004121,23.04,1146,82.9,469,2.42,1487309,91481,5212,52,0.065,35993,Search,Reacts,0,0,0.02,Not Applied,0.0,Not Applied,0.0
YT0004122,39.36,267,11.31,421,24.17,1058756,43634,1567,1938,0.0445,255901,External,Sports,0,0,0.16,Not Applied,0.0,Not Applied,0.0
YT0004123,52.93,2365,74.47,2,27.13,1416116,2662,5321,1333,0.0066,384192,Browse,News,1,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0004124,35.76,1524,71.03,488,12.94,1045295,35525,3854,875,0.0385,135261,Browse,News,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004125,45.2,2264,83.48,606,14.62,392134,12505,7184,775,0.0522,57330,External,Sports,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0004126,21.89,747,56.88,229,26.75,1853221,88000,5551,354,0.0507,495737,Suggested,Education,1,1,0.63,Not Applied,0.0,Not Applied,0.0
YT0004127,36.33,146,6.7,29,5.09,3872,74743,1947,1558,20.2087,197,External,Gaming,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0004128,15.5,682,73.33,191,15.88,429603,54084,3399,1625,0.1376,68221,Browse,Comedy,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004129,59.28,2137,60.08,174,5.11,35123,49564,5673,2688,1.6492,1795,Channel Page,Sports,0,0,0.02,Not Applied,0.0,Not Applied,0.0
YT0004130,19.66,732,62.05,574,2.98,1583918,73426,4423,1087,0.0498,47201,Shorts Feed,Reacts,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004131,14.17,289,33.99,694,4.57,1195762,94610,6559,1911,0.0862,54646,External,Tech,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0004132,33.37,1052,52.54,646,23.64,467717,96677,7118,365,0.2227,110568,External,Reacts,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004133,56.95,2490,72.87,377,27.13,1471738,97784,6793,2803,0.073,399283,External,Gaming,1,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0004134,40.91,804,32.75,585,9.12,628924,39477,626,2078,0.0671,57358,Suggested,Sports,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004135,50.32,172,5.7,666,10.2,1578393,38301,7123,993,0.0294,160996,Browse,Reacts,0,0,0.03,Not Applied,0.0,Not Applied,0.0
YT0004136,22.44,818,60.75,475,18.26,668474,17658,7003,2971,0.0413,122063,Notifications,Reacts,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004137,24.75,171,11.52,233,23.19,622229,6762,4695,2801,0.0229,144295,Suggested,Education,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004138,21.02,105,8.33,357,12.71,1309008,2722,2174,875,0.0044,166375,Search,Education,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004139,4.22,59,23.3,525,14.02,954342,61088,6734,2177,0.0733,133799,External,Sports,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004140,14.81,556,62.57,139,4.41,975217,35908,6525,1679,0.0452,43007,Search,Gaming,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0004141,22.65,685,50.4,697,22.5,1654195,54705,819,1395,0.0344,372194,External,News,1,1,0.56,Not Applied,0.0,Not Applied,0.0
YT0004142,38.1,1468,64.22,678,22.29,1107298,13822,2430,694,0.0153,246817,Playlist,Music,0,0,0.17,Not Applied,0.0,Not Applied,0.0
YT0004143,9.79,136,23.15,488,25.87,1966083,42505,3876,2087,0.0247,508626,Playlist,Vlog,1,1,0.63,Not Applied,0.0,Not Applied,0.0
YT0004144,18.08,605,55.77,471,20.27,1725353,55148,1085,1932,0.0337,349729,Notifications,Comedy,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004145,23.78,605,42.4,593,27.64,1287301,60900,2820,1688,0.0508,355810,Suggested,Vlog,1,1,0.58,Not Applied,0.0,Not Applied,0.0
YT0004146,27.88,221,13.21,629,25.83,884498,80828,5560,507,0.0982,228466,Suggested,Education,0,0,0.02,Not Applied,0.0,Not Applied,0.0
YT0004147,13.52,409,50.42,417,5.48,1874908,16259,5233,785,0.0119,102745,Channel Page,Sports,0,0,0.02,Not Applied,0.0,Not Applied,0.0
YT0004148,8.44,490,96.76,10,19.86,1245335,39866,2303,2440,0.0358,247324,External,Vlog,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004149,44.1,409,15.46,294,6.06,370103,77744,1436,687,0.2158,22428,Suggested,Gaming,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0004150,46.21,1062,38.3,178,29.69,335687,72146,1606,752,0.2219,99665,External,Comedy,0,0,0.23,Not Applied,0.0,Not Applied,0.0
YT0004151,57.64,2193,63.41,555,25.02,650785,20125,2354,2581,0.0385,162826,Playlist,Vlog,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0004152,51.03,1414,46.18,543,5.6,554996,21700,3256,1291,0.0473,31080,Suggested,Comedy,0,0,0.15,Not Applied,0.0,Not Applied,0.0
YT0004153,4.4,162,61.36,1,5.07,1149684,28465,2492,2499,0.0291,58289,Suggested,Tech,0,0,0.21,Not Applied,0.0,Not Applied,0.0
YT0004154,29.09,1089,62.39,459,23.93,880024,54051,7247,33,0.0697,210590,Playlist,Gaming,0,0,0.08,Not Applied,0.0,Not Applied,0.0
YT0004155,6.84,266,64.81,12,9.76,363306,45637,6378,1603,0.1476,35459,Suggested,Music,0,0,0.02,Not Applied,0.0,Not Applied,0.0
YT0004156,7.08,384,90.4,1,10.1,632771,54933,6396,665,0.098,63910,Browse,Reacts,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0004157,31.35,170,9.04,575,8.47,980261,98265,7765,2177,0.1104,83028,Search,Comedy,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004158,7.24,46,10.59,381,7.81,1378169,83057,2829,2980,0.0645,107635,Playlist,Gaming,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004159,57.48,934,27.08,91,10.03,516997,92369,2079,1519,0.1856,51855,External,Comedy,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004160,33.57,1181,58.63,665,11.45,1109881,56425,4804,1916,0.0569,127081,Playlist,Comedy,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004161,31.42,1361,72.19,183,6.15,104463,42940,2800,2629,0.463,6424,External,News,0,0,0.33,Not Applied,0.0,Not Applied,0.0
YT0004162,16.9,853,84.12,124,23.08,1109732,37116,4077,1365,0.0383,256126,Browse,News,0,0,0.02,Not Applied,0.0,Not Applied,0.0
YT0004163,32.46,1468,75.37,249,4.58,685203,36080,3908,300,0.0588,31382,Browse,Gaming,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004164,20.59,1056,85.48,678,24.02,155394,7628,3424,2503,0.0872,37326,Suggested,News,0,0,0.23,Not Applied,0.0,Not Applied,0.0
YT0004165,13.66,588,71.74,405,0.39,1934424,69477,5128,1919,0.0396,7544,Notifications,Music,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0004166,32.07,1703,88.5,406,0.35,1843894,99460,2741,2158,0.0566,6454,Channel Page,Sports,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0004167,42.38,711,27.96,229,14.0,148727,23301,7938,922,0.2162,20822,External,Gaming,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004168,27.39,561,34.14,330,8.38,1999023,76653,2474,1502,0.0403,167518,Suggested,Gaming,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004169,45.86,2278,82.79,230,16.74,410396,41784,898,1,0.104,68700,Notifications,Education,0,0,0.03,Not Applied,0.0,Not Applied,0.0
YT0004170,10.53,99,15.67,134,25.81,754357,23699,6206,1538,0.0417,194700,Shorts Feed,Education,0,0,0.02,Not Applied,0.0,Not Applied,0.0
YT0004171,2.6,50,32.05,610,25.45,553994,30638,7400,2354,0.0729,140991,Notifications,News,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0004172,29.01,1044,59.98,680,10.56,1009734,78790,3777,1648,0.0834,106628,Shorts Feed,Sports,0,0,0.05,Not Applied,0.0,Not Applied,0.0
YT0004173,10.75,451,69.92,321,19.44,266090,20357,3140,221,0.0891,51728,Browse,News,0,0,0.02,Not Applied,0.0,Not Applied,0.0
YT0004174,11.66,251,35.88,366,1.37,1037909,97146,819,1849,0.0962,14219,Channel Page,Tech,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004175,44.72,150,5.59,369,20.27,734953,88918,5297,2976,0.1322,148975,Browse,Tech,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004176,46.98,1757,62.33,104,14.87,53009,96681,5205,1696,1.954,7882,External,Reacts,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0004177,27.93,1264,75.43,566,0.57,1136665,36896,2670,287,0.0351,6479,External,Tech,0,0,0.02,Not Applied,0.0,Not Applied,0.0
YT0004178,47.03,743,26.33,291,25.15,1117076,41633,3610,1124,0.0415,280945,Suggested,Education,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004179,24.46,943,64.25,234,11.6,1565000,81388,2571,2051,0.055,181540,External,Music,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004180,6.7,335,83.33,681,6.54,1700532,89457,2739,1536,0.0551,111215,Search,Tech,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004181,39.24,1186,50.37,11,0.89,376212,1582,7240,338,0.0243,3348,Channel Page,News,0,0,0.03,Not Applied,0.0,Not Applied,0.0
YT0004182,21.48,255,19.79,346,0.68,1855652,41917,7853,2436,0.0281,12618,Notifications,Comedy,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004183,23.0,53,3.84,639,23.47,428600,58478,5196,1775,0.1527,100592,Search,Gaming,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004184,54.34,1459,44.75,145,14.27,1489913,13076,2436,2399,0.012,212611,Notifications,Music,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004185,26.62,1309,81.96,581,6.01,1194169,40566,5872,2602,0.0411,71770,Browse,Music,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004186,48.83,2059,70.28,318,4.85,970307,87220,2576,2961,0.0956,47060,Channel Page,News,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004187,55.91,2940,87.64,140,27.49,409375,62565,6445,2897,0.1757,112537,Search,Gaming,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0004188,7.91,172,36.24,534,2.32,1527055,98931,4477,2747,0.0695,35428,Search,Education,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004189,31.6,443,23.36,391,3.31,1272303,10062,6256,2258,0.0146,42113,Notifications,Music,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004190,9.24,240,43.29,579,29.26,1976825,48506,6742,2452,0.0292,578419,Search,Reacts,1,1,0.6,Not Applied,0.0,Not Applied,0.0
YT0004191,19.85,1166,97.9,616,17.46,137397,38467,7096,1201,0.3404,23990,Notifications,News,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004192,10.46,98,15.62,648,0.24,1932734,43358,150,1658,0.0234,4639,Suggested,Music,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004193,9.67,12,2.07,85,26.25,1898145,58105,7113,2696,0.0358,498263,Notifications,Sports,1,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004194,46.52,459,16.44,418,3.27,11709,49416,5849,959,4.8018,383,Channel Page,Gaming,0,0,0.2,Not Applied,0.0,Not Applied,0.0
YT0004195,43.5,1591,60.96,385,29.6,909168,92825,889,2847,0.1062,269114,Channel Page,Tech,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004196,4.8,129,44.79,651,24.47,958333,8002,5976,2390,0.0171,234504,Suggested,Music,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004197,41.92,1636,65.04,249,17.43,250288,61282,2862,328,0.2576,43625,Notifications,News,0,0,0.28,Not Applied,0.0,Not Applied,0.0
YT0004198,10.1,499,82.34,115,12.17,1881196,77050,3969,1318,0.0438,228942,Shorts Feed,Tech,0,0,0.07,Not Applied,0.0,Not Applied,0.0
YT0004199,9.25,375,67.57,688,17.07,1351257,88035,3342,816,0.0682,230660,External,Reacts,0,0,0.1,Not Applied,0.0,Not Applied,0.0
YT0004200,40.3,2321,95.99,579,27.33,1930595,71987,7546,1509,0.042,527632,Notifications,Tech,1,1,0.69,Not Applied,0.0,Not Applied,0.0
YT0004201,48.44,1477,50.82,625,25.9,806857,96031,4278,442,0.1249,208976,Shorts Feed,Sports,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0004202,2.74,62,37.71,522,20.54,127771,67159,2365,270,0.5462,26244,External,Education,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004203,19.11,486,42.39,277,17.94,438895,50182,6029,1199,0.1308,78738,Channel Page,Music,0,0,0.06,Not Applied,0.0,Not Applied,0.0
YT0004204,46.06,1754,63.47,542,23.26,1705567,14349,2042,662,0.01,396715,Suggested,Vlog,1,1,0.67,Not Applied,0.0,Not Applied,0.0
YT0004205,19.51,801,68.43,367,19.21,437645,22501,3645,668,0.0613,84072,Browse,Vlog,0,0,0.01,Not Applied,0.0,Not Applied,0.0
YT0004206,53.75,2717,84.25,684,17.35,1101021,10191,6996,2851,0.0182,191027,Suggested,Tech,0,0,0.0,Not Applied,0.0,Not Applied,0.0
YT0004207,44.53,1447,54.16,202,24.17,1650628,30692,814,648,0.0195,398957,Search,Gaming,1,1,0.69,Not Applied,0.0,Not Applied,0.0
YT0004208,21.34,697,54.44,429,16.49,1159122,56323,5786,2263,0.0555,191139,Search,Vlog,0,1,0.57,Not Applied,0.0,Not Applied,0.0
